generation,generation_best_train_mse,global_best_train_mse,mean_train_mse,validation_mse,train_validation_gap,population_diversity,gene_mean,gene_std,near_weight_boundaries_percentage,wall_seconds,cpu_seconds
90,0.21881980648897822,0.21881980648897822,0.3778948703297625,0.2170493301320235,-0.0017704763569547366,2.471795459422918,0.015539853429327415,3.385834155942278,26.8775555309979,20.076593400999627,208.938693297001
91,0.21881980648897822,0.21881980648897822,0.37548313255195187,0.2170493301320235,-0.0017704763569547366,2.3915433989762023,0.014517248001964496,3.388833753804816,26.939882859984525,19.8204591979993,208.3024872629976
92,0.21881980648897822,0.21881980648897822,0.39614430175549536,0.2170493301320235,-0.0017704763569547366,2.297564531623055,0.013617860534792718,3.3910201497431816,26.98110288429661,18.9595089609993,207.78218075199766
93,0.21881980648897822,0.21881980648897822,0.40089526473542464,0.2170493301320235,-0.0017704763569547366,2.3992817524396273,0.012441863117701634,3.4084457486336333,27.41363686595204,18.99776423700132,207.35716294599843
94,0.21881980648897822,0.21881980648897822,0.3879869392300606,0.2170493301320235,-0.0017704763569547366,2.438553081166414,0.009180625825796825,3.415754867352603,27.552436733340702,18.920853093000915,207.64710540899978
95,0.21881980648897822,0.21881980648897822,0.3922829576787084,0.2170493301320235,-0.0017704763569547366,2.450162933802845,0.012881314833816361,3.4245299179584414,27.851806829483923,19.910394615999394,209.00812667799983
96,0.21881980648897822,0.21881980648897822,0.38346224105244503,0.2170493301320235,-0.0017704763569547366,2.489558530795939,0.010948736388624009,3.4252690724543733,27.794010387888164,20.069130407000557,208.95494225499715
97,0.21881980648897822,0.21881980648897822,0.392719483689196,0.2170493301320235,-0.0017704763569547366,2.5638604706363948,0.008502328180708136,3.435714857822488,28.046745496739973,18.99147735599945,207.17411421699944
98,0.21881980648897822,0.21881980648897822,0.3964612127420679,0.2170493301320235,-0.0017704763569547366,2.5862725644239473,0.0037905682438554543,3.4404937737148535,28.138247320145872,19.64621145199999,208.33301831599965
99,0.21881980648897822,0.21881980648897822,0.39462011680042325,0.2170493301320235,-0.0017704763569547366,2.567420098319018,0.003782643930662085,3.4430218109106887,28.134711017792018,18.860480874998757,207.5215224450003
100,0.21881980648897822,0.21881980648897822,0.4033652978198337,0.2170493301320235,-0.0017704763569547366,2.6008496356893427,0.004140433523162596,3.451479313724113,28.342468781080782,19.51641421199929,208.8101064600014
